Unnamed: 0,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Reason
2194,2195,P02195,M,282.4142125,281.3914554,1307,45.93841573,226,HDF
2924,2925,P02925,M,283.7466879,283.8028859,1201,49.22647324,284,PWF
4672,4673,P04673,M,294.9744463,304.1956663,1960,55.21206287,185,OSF
5111,5112,P05112,L,286.9934944,290.4505814,1748,56.03130948,276,OSF
1400,1401,P01401,H,273.5210765,281.1845154,916,78.29007172,346,HDF
4642,4643,P04643,L,296.7253005,296.2802335,1804,63.60621378,220,OSF
4725,4726,P04726,L,288.4564997,291.9996925,1481,33.10461154,260,OSF
2507,2508,P02508,M,284.2106105,276.6020343,1390,79.26362925,330,HDF
3952,3953,P03953,H,281.5875168,294.8412357,1090,66.69988661,226,PWF
4614,4615,P04615,M,286.8911732,292.7456499,1770,37.40777735,277,OSF
7120,7121,P07121,H,293.1942254,313.7225859,2049,12.76024761,49,normal
3935,3936,P03936,M,279.4550899,286.6801374,1455,54.01355074,207,PWF
6127,6128,P06128,M,272.7849327,270.1422426,744,105.9011803,272,RNF
7528,7529,P07529,H,306.9265422,298.6929116,2056,17.35423616,35,normal
410,411,P00411,L,286.4110136,290.9107114,1314,97.39685903,336,TWF
4982,4983,P04983,M,295.730965,295.7665146,2481,41.30092047,154,OSF
5615,5616,P05616,M,276.0676871,275.0808331,1153,108.9158378,419,RNF
7596,7597,P07597,L,293.0252995,308.1395176,2022,14.14533305,22,normal
5728,5729,P05729,H,271.106116,275.5684404,961,95.14190669,301,RNF
4975,4976,P04976,H,291.9583939,303.3317497,2337,26.84379004,238,OSF
4063,4064,P04064,H,294.9055567,294.8032384,2366,30.53647989,159,OSF
4365,4366,P04366,H,291.7155618,295.9551759,1959,32.61609593,191,OSF
3382,3383,P03383,H,278.1715537,285.9411078,880,73.43578733,181,PWF
5777,5778,P05778,H,276.8628644,283.047117,859,91.10119063,341,RNF
5220,5221,P05221,L,296.3194193,291.7031232,1311,44.50693517,118,OSF
1770,1771,P01771,H,277.240061,284.098701,1218,67.63146707,242,HDF
1586,1587,P01587,L,270.963389,287.954109,1224,46.22151083,268,HDF
3674,3675,P03675,H,278.1290956,287.7801403,1383,56.06522735,307,PWF
5626,5627,P05627,L,268.2468485,280.7128043,948,68.00186469,402,RNF
4505,4506,P04506,M,297.1299518,297.7752568,2010,48.08501006,188,OSF
6369,6370,P06370,M,275.0771711,276.3322905,804,66.20821019,434,RNF
2863,2864,P02864,H,288.0818738,289.3578258,973,49.76653323,293,PWF
644,645,P00645,H,287.291286,298.8482473,1382,93.03401049,280,TWF
6306,6307,P06307,M,268.583061,283.374689,759,91.28882311,445,RNF
6904,6905,P06905,M,290.8342318,311.3467402,2875,37.69209296,23,normal
5610,5611,P05611,M,274.1682988,275.253985,809,95.78934897,279,RNF
3706,3707,P03707,H,282.0489865,280.770576,771,36.13987642,338,PWF
6245,6246,P06246,L,267.4067558,281.1664104,525,90.32787721,434,RNF
6979,6980,P06980,L,295.3054062,298.9205192,2601,41.70068004,18,normal
2830,2831,P02831,H,289.3061897,293.8417941,903,69.47782195,301,PWF
4245,4246,P04246,M,296.0873718,293.6176342,2286,35.312002,203,OSF
4911,4912,P04912,M,296.7773198,302.6224955,1816,49.36098187,222,OSF
3581,3582,P03582,M,275.4922437,293.4299898,931,71.92780844,339,PWF
4038,4039,P04039,L,296.4499694,299.6718084,1375,68.29604266,247,OSF
6499,6500,P06500,M,269.2963726,281.0525262,1262,101.0733579,432,RNF
997,998,P00998,L,281.9623303,293.1889758,1153,77.60088759,341,TWF
1329,1330,P01330,H,287.6312257,295.9872189,1024,79.57466864,246,TWF
1635,1636,P01636,H,281.3700018,287.9050516,1006,75.49633795,346,HDF
2584,2585,P02585,L,279.823408,286.7208809,1242,77.5252179,209,HDF
377,378,P00378,M,286.2910976,285.0850029,1159,74.04501668,279,TWF
2209,2210,P02210,M,279.6377287,285.0701576,1376,75.70421855,376,HDF
5590,5591,P05591,L,269.0855833,270.0432601,945,79.2751949,398,RNF
6239,6240,P06240,H,265.1939494,279.9102707,1029,103.3100584,330,RNF
276,277,P00277,L,292.9080295,293.2307648,1024,89.01058734,242,TWF
6374,6375,P06375,L,271.1121765,271.18776,1020,66.93037581,391,RNF
3312,3313,P03313,L,277.0049181,286.2495825,1345,45.73035275,328,PWF
6194,6195,P06195,M,273.7639564,271.0115398,1256,81.57190032,253,RNF
3353,3354,P03354,L,285.1932118,284.9266409,956,46.70417189,220,PWF
1302,1303,P01303,M,293.6355277,296.377517,915,61.89623662,232,TWF
2839,2840,P02840,M,289.8883306,290.9922688,1458,42.01200552,366,PWF
6430,6431,P06431,L,271.6309304,282.0158987,719,102.0011365,388,RNF
7119,7120,P07120,H,309.9569278,313.7026719,2827,44.60896055,5,normal
4344,4345,P04345,L,295.4843725,299.3621646,1684,27.03323253,145,OSF
970,971,P00971,H,286.4920625,293.9872607,1063,77.57718879,317,TWF
2524,2525,P02525,L,272.9202235,278.5932828,703,86.40222027,334,HDF
6843,6844,P06844,M,307.1287653,296.0087493,2525,21.23449546,31,normal
2020,2021,P02021,H,279.9163429,275.0307743,1367,63.36849122,376,HDF
2233,2234,P02234,L,281.8737129,286.362556,1315,73.0375757,297,HDF
7213,7214,P07214,H,309.6346865,295.9445231,2172,33.92396843,6,normal
1824,1825,P01825,L,277.9473807,279.6218077,1082,66.09226657,352,HDF
7776,7777,P07777,M,302.3767039,305.3712346,2976,24.49447809,32,normal
6038,6039,P06039,L,266.0741607,282.4604364,684,75.76594553,356,RNF
109,110,P00110,L,288.6027929,285.3260883,837,95.07551234,156,TWF
789,790,P00790,H,294.7579988,285.0626996,1102,60.7856254,187,TWF
4714,4715,P04715,L,287.6863945,290.9647544,2479,59.85839399,272,OSF
4087,4088,P04088,H,299.1742336,302.2703002,2113,64.84506871,133,OSF
3093,3094,P03094,M,287.8872266,292.2275361,957,42.0160365,281,PWF
4603,4604,P04604,M,290.4486713,295.7318391,1406,38.11782785,257,OSF
1169,1170,P01170,L,280.6128363,293.6642742,911,56.33740162,231,TWF
1843,1844,P01844,M,274.3617689,289.4431171,1342,81.60225954,291,HDF
7412,7413,P07413,L,292.7235337,302.6850547,2967,42.28319951,48,normal
4786,4787,P04787,L,295.7835264,298.7752745,2378,65.46298811,173,OSF
2907,2908,P02908,M,283.2008673,286.9203554,1316,67.67446208,211,PWF
2876,2877,P02877,H,275.1780162,291.9174013,1554,84.22577072,238,PWF
2887,2888,P02888,H,275.3570145,282.259399,1126,59.40519817,332,PWF
2974,2975,P02975,M,281.0767618,294.6492206,715,41.20199711,257,PWF
309,310,P00310,H,280.2961376,293.6210978,1007,81.15137446,200,TWF
2038,2039,P02039,M,283.3468681,281.3143363,1170,75.88469629,279,HDF
4242,4243,P04243,L,290.2507973,294.8713154,2285,64.77575997,130,OSF
6448,6449,P06449,M,273.3684629,280.3845704,1257,65.13914475,293,RNF
6864,6865,P06865,H,308.9138858,300.7423831,2131,17.17440313,16,normal
3362,3363,P03363,M,281.5357491,288.5972801,1256,65.74327858,324,PWF
3019,3020,P03020,H,285.8868805,286.8927835,1191,37.93158304,308,PWF
3190,3191,P03191,L,288.7705668,294.3571298,975,62.74555891,355,PWF
3553,3554,P03554,L,275.5897069,288.1475166,1442,43.2407978,282,PWF
5169,5170,P05170,L,294.8778845,296.5646149,1794,57.57571468,200,OSF
3445,3446,P03446,M,276.1498039,288.1972125,701,74.12567071,261,PWF
3608,3609,P03609,L,278.0962922,285.8754229,1017,63.06089621,226,PWF
5464,5465,P05465,L,265.7067255,275.0063712,695,104.2823387,443,RNF
3507,3508,P03508,M,282.5305401,289.7808188,1532,82.22463625,298,PWF
5196,5197,P05197,H,288.876424,300.0063718,1799,40.60506807,111,OSF
7437,7438,P07438,M,307.8690309,304.9312686,2571,45.31378711,4,normal
1956,1957,P01957,M,282.8440296,279.1194369,807,80.18281349,363,HDF
6551,6552,P06552,H,277.7534546,284.4324958,1106,101.0176001,319,RNF
1946,1947,P01947,L,275.9371515,277.2582765,943,52.03317014,234,HDF
7475,7476,P07476,L,290.1573147,314.5892129,2647,14.141306,25,normal
7299,7300,P07300,L,309.2300349,303.9111501,2577,36.80140939,30,normal
7030,7031,P07031,M,304.3331493,297.1474924,2916,34.36824332,32,normal
5562,5563,P05563,L,271.2230253,274.3303241,606,73.74207333,407,RNF
5979,5980,P05980,H,271.0615986,282.4408976,1148,94.75387837,439,RNF
4499,4500,P04500,M,295.9643202,302.4541968,1556,61.74761211,214,OSF
7691,7692,P07692,H,295.6291881,302.98326,2079,24.69944912,44,normal
3329,3330,P03330,L,288.8926233,294.6545494,1558,78.90961098,230,PWF
135,136,P00136,L,280.3318609,297.9429864,1045,65.59063885,319,TWF
5690,5691,P05691,H,276.2887909,271.1687335,1166,94.64049757,399,RNF
5563,5564,P05564,H,275.1761257,283.1027342,668,106.2224454,292,RNF
2123,2124,P02124,L,275.397858,286.7703671,826,72.54668302,338,HDF
6268,6269,P06269,M,278.0577362,276.0860476,724,65.35968632,281,RNF
669,670,P00670,M,281.544707,292.7314649,1147,86.76177322,328,TWF
2735,2736,P02736,H,279.2061295,286.1604891,829,38.99398357,301,PWF
7862,7863,P07863,L,300.0596041,305.2345226,2338,42.42672379,29,normal
5689,5690,P05690,M,266.0781436,282.1181044,533,102.8935742,278,RNF
6641,6642,P06642,L,276.2883281,273.8760013,635,69.77026704,361,RNF
5835,5836,P05836,L,273.3333058,275.0645174,835,86.0274953,358,RNF
7607,7608,P07608,L,298.9760247,310.3192344,2528,17.23760442,28,normal
7534,7535,P07535,M,305.9340789,312.8458922,2072,42.41318897,30,normal
4467,4468,P04468,H,287.6551872,298.8283125,2058,40.86090147,176,OSF
7200,7201,P07201,M,302.8291657,306.9554647,2234,39.41412727,49,normal
1834,1835,P01835,H,280.5139964,281.5953556,1292,66.05038417,333,HDF
7261,7262,P07262,H,298.2687814,308.0490238,2600,25.9996808,34,normal
3348,3349,P03349,H,279.653171,280.5035885,1368,75.27643927,212,PWF
5756,5757,P05757,H,275.8910998,276.3845049,686,72.31060036,297,RNF
3419,3420,P03420,H,289.2376934,288.1165672,1134,71.7419743,299,PWF
347,348,P00348,H,282.7508,292.7646188,1240,81.14212005,273,TWF
7426,7427,P07427,L,300.7777333,314.0540312,2374,31.80548291,8,normal
3586,3587,P03587,L,279.6896674,285.8571076,1145,52.2029326,325,PWF
5900,5901,P05901,H,278.5798182,280.898499,662,72.78753819,283,RNF
83,84,P00084,L,291.5753783,297.3814559,1116,71.48979131,211,TWF
3358,3359,P03359,H,279.8683764,294.0090707,1024,52.35167254,258,PWF
3834,3835,P03835,M,282.9228369,286.4101927,1221,45.2303721,321,PWF
6044,6045,P06045,L,272.8741957,274.7199427,757,90.51340533,261,RNF
7840,7841,P07841,L,304.884283,304.8217652,2206,41.91500813,20,normal
1552,1553,P01553,L,278.7494478,283.0234596,672,62.63553483,381,HDF
1758,1759,P01759,M,273.5190709,276.7011311,1323,54.1042248,217,HDF
4797,4798,P04798,L,296.6273898,303.4719537,1760,60.39135575,125,OSF
3089,3090,P03090,M,281.9985883,291.7957209,1156,82.63316037,197,PWF
6743,6744,P06744,M,300.5816216,299.4796581,2968,24.17215638,8,normal
677,678,P00678,M,294.9836383,289.0964821,891,75.11923477,166,TWF
1319,1320,P01320,H,290.1784241,290.3600997,1404,89.9738674,190,TWF
2792,2793,P02793,H,281.6847557,291.3174404,738,72.37539973,248,PWF
6631,6632,P06632,H,274.0907754,276.2526698,846,95.68640733,377,RNF
4243,4244,P04244,M,292.3145482,299.3328365,2401,33.03709045,179,OSF
7362,7363,P07363,L,290.763362,314.6193141,2468,48.79787393,39,normal
6746,6747,P06747,M,303.1250722,302.8773797,2625,18.25158804,37,normal
2066,2067,P02067,L,271.5796805,281.9157182,913,48.8470149,210,HDF
1025,1026,P01026,H,293.0498502,299.5626902,889,79.50479351,171,TWF
6023,6024,P06024,M,279.8398257,281.9399994,1249,84.19666375,382,RNF
659,660,P00660,L,287.7682566,286.3499589,1482,91.03328548,293,TWF
7866,7867,P07867,H,303.9677234,312.3702795,2085,10.03721366,38,normal
1465,1466,P01466,H,284.5066209,289.7661975,1248,60.99061799,260,HDF
914,915,P00915,M,289.7472112,293.6061668,988,84.78081797,235,TWF
1864,1865,P01865,M,283.3955392,278.1201088,992,55.8108283,308,HDF
3286,3287,P03287,L,277.9784847,283.0708248,1337,49.32922904,182,PWF
7183,7184,P07184,M,308.3925232,313.26981,2646,32.96927614,38,normal
7757,7758,P07758,L,305.8922348,314.7082537,2564,31.36780996,15,normal
6267,6268,P06268,M,279.2055683,276.2312925,617,84.10895541,296,RNF
7564,7565,P07565,M,307.5990438,314.1395097,2181,11.30263374,21,normal
7567,7568,P07568,M,307.456338,296.8488478,2718,42.88049783,13,normal
3215,3216,P03216,M,282.1069455,280.0020557,1272,59.05450246,285,PWF
1560,1561,P01561,M,272.6901442,284.9817879,1238,85.58638233,365,HDF
4452,4453,P04453,H,292.3197359,293.5281271,1829,66.18176514,129,OSF
1684,1685,P01685,L,274.8204291,288.8949981,995,50.77574641,398,HDF
1967,1968,P01968,M,272.3490445,289.7582793,736,59.15754083,275,HDF
4548,4549,P04549,L,294.9377846,295.1484603,2451,69.48198147,184,OSF
1940,1941,P01941,L,282.6798524,279.7972088,857,61.74382446,278,HDF
1299,1300,P01300,H,281.7791097,286.2250164,992,59.89425974,176,TWF
2736,2737,P02737,L,276.9270117,287.0227004,809,79.78064265,236,PWF
6176,6177,P06177,M,268.6009233,284.1438612,1093,100.9384649,402,RNF
482,483,P00483,M,281.5988068,294.7184113,986,78.48377934,237,TWF
6893,6894,P06894,M,290.3722383,311.9763285,2904,18.10752245,4,normal
1284,1285,P01285,L,280.6224874,286.1087883,1343,58.34422543,188,TWF
6677,6678,P06678,H,305.8853296,311.9915157,2481,21.30949293,46,normal
2220,2221,P02221,M,274.8901276,286.406737,1164,67.90672627,263,HDF
6025,6026,P06026,L,275.2140855,280.5652393,799,66.22589512,306,RNF
4483,4484,P04484,H,287.6453206,293.5963512,1983,51.27104214,121,OSF
3291,3292,P03292,L,286.094612,289.3266059,1365,51.29396586,242,PWF
3665,3666,P03666,L,281.8547441,280.8167723,983,55.93758938,362,PWF
2166,2167,P02167,H,277.4562306,278.0684054,1042,81.43741745,270,HDF
4706,4707,P04707,L,297.0112012,294.5031161,2301,33.79280912,183,OSF
4862,4863,P04863,L,299.5259713,298.9131878,1520,59.94431102,266,OSF
7176,7177,P07177,L,306.2905442,313.0697259,2470,35.36459386,21,normal
3432,3433,P03433,H,275.6356294,289.1753791,1303,54.50446425,201,PWF
3610,3611,P03611,M,287.8518202,293.635961,1190,45.44621475,205,PWF
2919,2920,P02920,H,275.82274,284.5440123,1542,42.52984026,299,PWF
4120,4121,P04121,M,298.384289,290.9837809,1500,30.57344549,207,OSF
685,686,P00686,H,280.7475996,295.4960156,1084,75.39601207,229,TWF
7381,7382,P07382,M,299.6749751,307.4421755,2794,43.02122887,27,normal
3296,3297,P03297,H,275.6454093,290.9577919,1307,37.37647004,265,PWF
7786,7787,P07787,L,304.8542502,309.0252072,2750,27.42649701,44,normal
7891,7892,P07892,H,300.7925269,298.289068,2773,44.78395634,5,normal
2218,2219,P02219,H,276.5463136,275.5188395,729,63.47064249,378,HDF
1096,1097,P01097,H,291.3565396,293.7029109,1456,97.83796561,175,TWF
7932,7933,P07933,L,295.9687976,302.6171354,2588,35.93482238,35,normal
7652,7653,P07653,L,302.5982234,313.606229,2358,34.08730017,47,normal
4590,4591,P04591,M,291.4804136,291.2521897,1297,45.95415697,196,OSF
4757,4758,P04758,M,296.9611874,296.0599818,1282,41.82773334,187,OSF
7561,7562,P07562,M,291.331863,307.1329441,2606,17.92097622,29,normal
6338,6339,P06339,H,267.5215191,280.3560063,995,91.28358176,344,RNF
3235,3236,P03236,M,285.3890909,282.8646008,1126,69.99962576,363,PWF
6838,6839,P06839,L,306.0735697,314.4628475,2583,29.98557266,8,normal
6866,6867,P06867,L,304.4243751,310.0268372,2472,16.50948394,10,normal
1030,1031,P01031,H,282.1657491,286.6778235,1190,98.69466474,216,TWF
6957,6958,P06958,M,294.6144188,299.5217388,2976,42.89770281,44,normal
158,159,P00159,L,294.2852325,292.8839106,1043,93.85874313,172,TWF
3830,3831,P03831,H,287.8701541,293.3877477,1060,36.18688526,289,PWF
261,262,P00262,L,289.9378349,287.0054734,1073,78.75419217,258,TWF
2307,2308,P02308,H,275.1307394,282.7912702,997,53.30633606,353,HDF
1601,1602,P01602,M,272.8958226,287.9867093,610,65.8081362,356,HDF
5695,5696,P05696,M,279.1251106,271.0321142,1062,107.8735523,449,RNF
7612,7613,P07613,M,306.00007,307.1492203,2529,15.1852747,15,normal
3822,3823,P03823,M,279.9850508,283.2018123,814,79.91281577,217,PWF
706,707,P00707,L,289.0586626,297.9268336,897,70.66596118,276,TWF
7440,7441,P07441,H,292.0345062,307.3737054,2407,24.43420337,48,normal
7268,7269,P07269,L,308.1697232,306.1254513,2500,47.99654654,15,normal
2256,2257,P02257,M,284.4298285,279.9269108,1089,71.11541907,268,HDF
5915,5916,P05916,H,271.3287163,282.5444717,557,87.16575046,427,RNF
6520,6521,P06521,M,273.2697402,281.5228843,645,94.49649603,355,RNF
3859,3860,P03860,L,281.169502,290.3466591,1586,82.89609278,321,PWF
3337,3338,P03338,L,279.5918886,293.8789487,1475,49.50300725,348,PWF
5132,5133,P05133,H,295.937475,294.5885624,1588,52.34507242,218,OSF
5036,5037,P05037,L,299.2567289,294.5797514,2347,69.61056173,209,OSF
1797,1798,P01798,H,282.4753757,276.5629544,821,76.85498476,207,HDF
713,714,P00714,H,291.4664898,289.6783458,1351,98.70984928,264,TWF
2647,2648,P02648,L,282.8973747,287.2947095,892,60.31799785,359,HDF
5881,5882,P05882,L,266.9738959,280.6510686,721,65.20378484,350,RNF
1067,1068,P01068,L,292.3944176,293.3633339,1377,71.53021031,163,TWF
5183,5184,P05184,H,288.9834793,296.2715749,1637,31.90731539,184,OSF
4386,4387,P04387,M,297.7525217,295.4343717,1301,49.05904887,209,OSF
3595,3596,P03596,M,278.9034941,285.2383702,1336,75.45835139,270,PWF
2471,2472,P02472,H,270.1965722,287.4367192,1353,47.40177757,272,HDF
1827,1828,P01828,L,275.9328396,278.9913754,773,64.24234839,213,HDF
5880,5881,P05881,L,276.0773594,284.8785203,1165,105.9936064,308,RNF
2181,2182,P02182,H,278.2619131,280.5074795,885,81.29812176,253,HDF
4880,4881,P04881,H,292.3083159,297.5288538,1487,64.73888323,185,OSF
6561,6562,P06562,L,277.376998,278.4663856,696,97.48176743,380,RNF
46,47,P00047,H,281.5305785,299.7617006,1489,80.70077443,178,TWF
6436,6437,P06437,H,268.4144362,281.6558101,975,101.8945532,340,RNF
5041,5042,P05042,H,288.7755534,298.8548968,1859,55.68407193,210,OSF
4275,4276,P04276,H,293.9053034,292.5291635,1499,45.62107736,206,OSF
1382,1383,P01383,H,280.3419351,283.8282416,1113,53.90579311,297,HDF
5477,5478,P05478,M,267.8848446,280.5626794,790,105.4451748,387,RNF
5304,5305,P05305,L,299.3058341,293.3780275,2359,59.31566441,230,OSF
4130,4131,P04131,L,296.2537041,296.1827334,1855,42.42495541,175,OSF
2432,2433,P02433,L,283.4527753,275.3010981,767,85.5507917,250,HDF
3500,3501,P03501,L,286.0426629,290.5113751,841,42.59658716,295,PWF
6678,6679,P06679,M,290.0004891,301.1146813,2579,18.48217911,10,normal
1576,1577,P01577,H,284.5142451,278.8706239,929,75.71522385,379,HDF
5867,5868,P05868,H,268.9781519,283.7849891,1240,79.99936491,401,RNF
3364,3365,P03365,H,286.8233099,286.9020621,1068,68.41731168,316,PWF
3351,3352,P03352,M,289.6768322,283.4692806,750,54.4751342,268,PWF
4846,4847,P04847,L,297.4467046,298.2682526,2188,40.18026671,251,OSF
2217,2218,P02218,L,274.6668142,281.5968532,1347,87.70087255,298,HDF
5157,5158,P05158,H,295.2640717,296.5665927,2420,36.95204686,249,OSF
5342,5343,P05343,L,266.1735472,281.7162925,1103,96.94311574,298,RNF
1698,1699,P01699,H,276.0854421,277.4813228,1035,75.30871555,227,HDF
2916,2917,P02917,M,280.6382951,285.0470935,1546,42.29197136,238,PWF
1385,1386,P01386,M,273.0871534,287.809146,1114,53.65365868,333,HDF
7002,7003,P07003,L,303.5015943,302.4979988,2139,25.90873729,19,normal
6969,6970,P06970,M,308.521512,304.0254173,2733,21.39856928,1,normal
4520,4521,P04521,M,289.680561,290.9864492,2319,29.31521758,135,OSF
3425,3426,P03426,L,287.0360021,292.7824235,1053,55.69061496,367,PWF
107,108,P00108,H,292.3204375,296.122204,848,67.10087109,346,TWF
6206,6207,P06207,M,278.3379524,277.0954718,1032,70.04806277,362,RNF
4799,4800,P04800,L,287.3027819,292.9140322,1303,60.24523272,161,OSF
5855,5856,P05856,H,278.6349473,284.3432445,742,84.34528303,422,RNF
3720,3721,P03721,H,277.8791229,287.4274385,1557,82.07821263,270,PWF
5221,5222,P05222,M,290.2219299,290.38811,2159,41.00893535,194,OSF
869,870,P00870,H,290.863101,287.0966295,1156,96.50752785,262,TWF
5940,5941,P05941,L,275.2616427,278.6757167,605,79.19054728,294,RNF
7766,7767,P07767,H,302.6004137,296.0372321,2522,10.41195823,43,normal
4229,4230,P04230,H,285.5225442,291.5354072,1502,40.39211807,117,OSF
5762,5763,P05763,M,277.6627043,274.5472998,560,89.6900652,306,RNF
2002,2003,P02003,H,279.9836448,287.8840653,982,54.86863636,391,HDF
1675,1676,P01676,H,284.3008201,281.4376135,862,64.81902472,345,HDF
2845,2846,P02846,L,288.4057265,294.1212038,1402,45.32421095,293,PWF
1054,1055,P01055,M,294.9885966,291.9826549,1151,88.81797561,305,TWF
1404,1405,P01405,L,270.0436613,284.9095522,1344,50.60747972,349,HDF
6110,6111,P06111,L,272.2105691,278.3466396,942,103.9008143,398,RNF
3744,3745,P03745,M,289.8738662,280.6004906,1015,61.56664006,313,PWF
2334,2335,P02335,L,276.552809,284.2448923,1049,70.44211085,203,HDF
382,383,P00383,L,285.9714783,294.927812,1288,61.88160899,274,TWF
1438,1439,P01439,M,280.6174204,282.4827093,1163,64.42032796,356,HDF
1278,1279,P01279,H,286.1172597,299.5474958,1434,80.27520495,220,TWF
3297,3298,P03298,L,276.1229847,287.0651788,702,69.13912104,191,PWF
6939,6940,P06940,H,306.4955332,303.7951786,2821,46.28919316,49,normal
944,945,P00945,H,288.5798531,299.9107071,980,74.99477302,243,TWF
4639,4640,P04640,L,286.184559,301.398841,1894,66.90739131,256,OSF
1430,1431,P01431,H,283.5672241,287.1811435,1163,89.54900352,243,HDF
581,582,P00582,H,291.7893359,296.6794864,1151,83.26047916,153,TWF
7506,7507,P07507,M,290.368259,312.3070096,2904,44.3306307,28,normal
5909,5910,P05910,L,277.1995587,277.6359221,1154,96.84106424,431,RNF
2893,2894,P02894,M,277.3688575,289.8454624,1468,71.81379311,358,PWF
557,558,P00558,L,292.4172088,294.0385278,876,84.98823336,196,TWF
4915,4916,P04916,L,299.22665,291.9576503,1988,25.2207219,215,OSF
3239,3240,P03240,H,283.5061068,291.6057678,783,59.51555708,359,PWF
7016,7017,P07017,M,303.5757316,310.7551708,2245,39.62806788,36,normal
797,798,P00798,M,280.3515626,291.8783054,1484,80.08043002,238,TWF
1323,1324,P01324,H,283.002553,298.7284155,962,99.96602821,274,TWF
2883,2884,P02884,M,275.5579697,290.295463,992,54.53679269,287,PWF
2655,2656,P02656,H,279.4083306,281.2681269,803,71.44578551,336,HDF
1,2,P00002,L,292.6425855,288.5298046,877,83.56799738,252,TWF
3453,3454,P03454,M,287.549971,294.8450354,1496,66.01568775,367,PWF
67,68,P00068,L,284.8596632,295.8295838,1090,89.8348267,346,TWF
2997,2998,P02998,M,276.6508193,283.7989574,1107,55.54153479,278,PWF
6009,6010,P06010,M,265.1609492,277.724108,1139,81.64771978,402,RNF
3989,3990,P03990,L,286.0426365,288.8872515,1433,75.40606457,202,PWF
2183,2184,P02184,H,275.923355,285.0665558,958,48.64026797,231,HDF
1224,1225,P01225,H,285.1109827,296.1627385,874,68.67410872,206,TWF
2250,2251,P02251,H,284.9478301,284.0077237,663,55.13482147,302,HDF
7366,7367,P07367,H,303.4083095,301.1139795,2857,12.0028235,12,normal
5091,5092,P05092,M,299.967594,296.1605612,2329,40.52680398,188,OSF
3338,3339,P03339,L,282.6740817,285.0867046,953,38.44856957,225,PWF
5506,5507,P05507,H,267.5860978,276.909408,824,71.42720544,318,RNF
1064,1065,P01065,L,293.2494986,285.4661073,943,82.01604844,230,TWF
25,26,P00026,H,291.269693,296.9444002,1283,99.3243305,170,TWF
5267,5268,P05268,M,295.6493652,297.4452123,1606,46.46850986,205,OSF
495,496,P00496,L,284.197244,290.7584414,1465,73.70332839,223,TWF
4072,4073,P04073,M,291.8781316,294.0951536,2427,35.95236447,255,OSF
6018,6019,P06019,H,279.2883578,271.5302773,1289,69.93757758,311,RNF
6738,6739,P06739,M,302.0346281,296.4472166,2569,18.75692958,48,normal
3129,3130,P03130,L,279.4106919,289.3104951,993,64.43962211,244,PWF
291,292,P00292,M,290.8684569,290.4349341,1150,76.62440575,312,TWF
7395,7396,P07396,L,290.1226514,301.9443229,2661,46.70830626,5,normal
3636,3637,P03637,L,287.8320096,281.37053,853,72.14978363,348,PWF
7635,7636,P07636,H,291.9570636,296.4150302,2592,40.15015832,14,normal
3598,3599,P03599,L,285.0687632,291.8291495,1190,72.82789739,181,PWF
7150,7151,P07151,H,308.883689,299.2410889,2985,12.80831426,32,normal
6004,6005,P06005,M,274.9411254,284.3112249,847,109.0398922,278,RNF
2920,2921,P02921,M,277.0065738,285.0297256,858,71.88988272,258,PWF
2364,2365,P02365,M,270.1526295,286.8901469,1356,60.13379767,321,HDF
7589,7590,P07590,L,295.3969789,302.9923548,2249,26.91120891,29,normal
7308,7309,P07309,L,292.6784423,310.1232184,2673,40.52543956,40,normal
5804,5805,P05805,H,265.1248256,272.1045803,909,72.45984702,331,RNF
6153,6154,P06154,M,273.1489521,276.4179469,1182,77.16454235,446,RNF
5270,5271,P05271,L,293.1973232,290.0763274,2484,32.6037242,197,OSF
2911,2912,P02912,M,275.7271549,283.6526518,1389,49.83899037,275,PWF
2581,2582,P02582,H,281.9871745,281.7830398,809,46.76778538,249,HDF
2322,2323,P02323,H,275.7685484,286.0438012,654,60.15676763,203,HDF
5832,5833,P05833,L,267.2157776,282.8663822,686,101.2601719,327,RNF
7843,7844,P07844,H,291.6403671,299.1726359,2614,33.11844652,5,normal
2800,2801,P02801,M,280.8917184,286.8634982,955,50.96025675,238,PWF
10,11,P00011,L,294.6867488,294.2888226,930,81.60698886,322,TWF
6156,6157,P06157,M,279.0751576,280.4328139,882,105.703668,396,RNF
6588,6589,P06589,M,271.0914942,281.1177362,696,68.77863039,260,RNF
7972,7973,P07973,M,298.995179,297.8723909,2848,17.09573657,34,normal
2321,2322,P02322,M,275.9098847,284.5398733,690,57.52272348,232,HDF
2664,2665,P02665,M,282.6397991,281.5913222,1273,50.12775658,315,HDF
1405,1406,P01406,M,275.118943,282.4287973,1128,71.84671754,244,HDF
3245,3246,P03246,L,282.2148924,288.5542455,1071,42.24794561,276,PWF
7265,7266,P07266,L,297.3437194,301.6015317,2865,41.37193033,16,normal
5757,5758,P05758,M,277.0203072,278.6613385,668,101.3701305,368,RNF
3929,3930,P03930,L,282.8248933,285.2682923,1470,68.51220796,242,PWF
2001,2002,P02002,L,271.3729705,275.3138974,1156,87.9170919,236,HDF
226,227,P00227,H,287.0634481,295.8077628,1192,80.54207671,224,TWF
6833,6834,P06834,H,302.9762476,303.2625633,2118,11.58202718,15,normal
